sent_index;sent_text;def
t_5970;Перево́дчик — специалист, занимающийся переводом, то есть созданием письменного или устного текста на определённом языке (называемом языком перевода), эквивалентного письменному или устному тексту на другом языке (языке-источнике).;1
t_6080;Переключе́ние ко́дов (также смеше́ние ко́дов) обозначает в языкознании процесс разговора, предложения или речевой составляющей, при котором происходит внезапное, спонтанное переключение говорящего с одного языка на другой язык или диалект и обратно.;1
t_6101;Стяже́ние (контракция) — слияние двух смежных гласных в один гласный или в дифтонг.;1
t_6111;Перево́д — деятельность по интерпретации смысла текста на одном языке (исходном языке [ИЯ]) и созданию нового эквивалентного ему текста на другом языке (переводящем языке [ПЯ]).;1
t_6291;"Интерпрета́ция — теоретико-познавательная категория; метод научного познания, направленный на понимание внутреннего содержания интерпретируемого объекта через изучение его внешних проявлений (знаков, символов, жестов, звуков и др.).";1
t_6350;"Аврам Ноам (Наум) Хомский (часто транскрибируется как Хомски или Чомски, англ. Avram Noam Chomsky [ˈnoʊm ˈtʃɒmski]; 7 декабря 1928, Филадельфия, штат Пенсильвания, США) — американский лингвист, политический публицист, философ и теоретик.";1
t_6515;"Социа́льные (обще́ственные) нау́ки (лат. socium — о́бщее) — науки об обществе; крупная классификационная группа, соответствующая: а) в контексте гносеологии — одной из трёх главных областей научного знания, наряду с естествознанием и философией.";1
t_6597;Когнитиви́стика, когнити́вная нау́ка (лат. cognitio «познание») — междисциплинарное научное направление, объединяющее теорию познания, когнитивную психологию, нейрофизиологию, когнитивную лингвистику, невербальную коммуникацию и теорию искусственного интеллекта.;1
t_6626;Оппозиция в лингвистике — одно из понятий структурализма: существенное для смыслоразличения различие между единицами плана выражения (например, звуковое противопоставление, которое может дифференцировать значения двух слов).;1
t_6635;Число́ — грамматическая категория, указывающая на количество.;1
t_6794;Вербализа́ция (от лат. verbum «глагол»), или оглаго́ливание — переход слов других частей речи в разряд глаголов.;1
t_6803;Словосложе́ние — способ словообразования, когда два или более полных слова (или основы) объединяются в единый комплекс, так называемое сложное слово.;1
t_6812;Эксклюзи́в — местоименная форма, выражающая невключённость адресата речи в дейктерическую сферу местоимения 1-го лица множественного числа (иногда — двойственного числа).;1
t_6825;Скрипу́чий го́лос (англ. creaky voice) — тип фонации, при котором голосовые связки вибрируют, как и при обычном (модальном) голосе, но при этом слабее напряжены.;1
t_6830;Нейтрализа́ция (лат. neuter — ни тот, ни другой) в лингвистике — обусловленное позицией устранение противопоставления элементов языковой структуры (языковых единиц).;1
t_6841;Таксо́н — группа в классификации, состоящая из дискретных объектов, объединяемых на основании общих свойств и признаков.;1
t_7027;Фоноло́гия (от греч. φωνή «звук» + λόγος «учение») — раздел лингвистики, изучающий структуру звукового строя языка и функционирование звуков в языковой системе.;1
t_7158;Граммати́ческая фо́рма — языковой знак, в котором тем или иным грамматическим способом (иначе говоря, регулярно, стандартно) выражается грамматическое значение.;1
t_7176;Лингвокогнитивная категоризация — специфический для каждого варианта (вариации) языковой картины мира процесс вербализованного упорядочения знаний, полученных из окружающей среды.;1
t_7181;Структурали́зм — междисциплинарное направление в социальных науках ХХ века, объединившее различные течения на основе изучения структур, использования лингвистических моделей для анализа общества и культуры, на принципах объективизма и холизма.;1
t_7921;Амплификация (лат. amplificatio «расширение») — стилистическая фигура, представляющая собой ряд повторяющихся речевых конструкций или слов, эмоционально усиливающих какое-либо определение или утверждение.;1
t_7956;Юэ — один из языков китайской языковой группы, либо одна из главных диалектных групп китайского языка, в зависимости от точки зрения.;1
t_8140;«Пиндо́с» («пендо́с», греч. Πίνδος) — слово-этнофолизм, присутствующее в разговорном варианте русского языка и употребляемое в России, Белоруссии и на Украине в нескольких смыслах, основными из которых является повсеместно распространённое на постсоветском пространстве с начала XXI века уничижительное наименование американцев (граждан США), а также распространённое в Северном Причерноморье и Приазовье с XIX века бытовое прозвище местных греков.;1
t_8205;Составля́ющая (англ. constituent), в лингвистической грамматике — структурная единица (отрезок) предложения, целиком составленная из более тесно связанных друг с другом составляющих меньшего размера.;1
t_8227;Аподосис — часть сложноподчинённого предложения, соответствующая выводу, которой противостоит протасис как причина.;1
t_8232;Эквивалентность (в некоторых учебниках — «эквиваленция») — максимально близкое соответствие переведённого текста, тексту оригинала.;1
t_8249;Гетерогра́фия — способ письма, при котором некоторые слова, основы слов или выражения записываются на одном языке, а читаются на другом.;1
t_8254;Ми́ньские языки́ — группа в составе китайской ветви сино-тибетской семьи языков.;1
t_8308;Диале́ктный конти́нуум (от лат. continuum — непрерывное) — термин, применяющийся в лингвистике в значении совокупности диалектов, образующих на определённой территории непрерывную пространственную последовательность с минимальными различиями между отдельными диалектами.;1
t_8317;Реку́рсия — определение, описание, изображение какого-либо объекта или процесса внутри самого этого объекта или процесса, то есть ситуация, когда объект является частью самого себя.;1
t_8407;Функции языка — лингвистическая модель речевой коммуникации, разработанная лингвистом и литературоведом Романом Осиповичем Якобсоном.;1
t_8455;"Мотиви́рованое сло́во (также дериват (лат. derivatum — производное); производное слово, вторичное слово) — одно из главных, исходных понятий словообразования, обозначающее слово, произведённое от какого-либо другого слова или словосочетания: лёд → ледник, ледяной, обледенеть; колоть лёд → ледокол; голый лёд → гололёд, гололедица и тому подобных.";1
t_8468;Фрейм (англ. frame — «каркас» или «рамка») — способ представления знаний в  искусственном интеллекте, представляющий собой схему действий в реальной ситуации.;1
t_8506;Шарло́тта Райли (англ. Charlotte Riley, род. 29 декабря 1981, Гриндон) — английская актриса.;1
t_8644;Термин «Звонкие согласные» используется в фонетике и фонологии для характеристики звонких звуков.;1
t_8675;Согласно данным крупнейшего в мире каталога языков Ethnologue, по состоянию на 2020 год на Земле насчитывается 7139 языков, относящихся к 142 различным языковым семьям.;1
t_8704;Прагматика (от др.-греч. πράγμα, родительный падеж πράγματος — «дело, действие») — термин языкознания, обозначающий:  Раздел семиотики, изучающий отношения между знаковыми системами и теми, кто их использует (см. Чарльз Уильям Моррис).;1
t_8714;Избыточность языка — статистическая величина, обозначающая избыточность информации, содержащейся в тексте на определённом языке.;1
t_8771;Инкорпорация (позднелат. incorporatio «включаю в себя») — языковое явление, при котором в глагольную форму инкорпорируется, то есть вставляется, другая основа, в результате чего образуется единое морфологически сложное слово.;1
t_8854;Сирконста́нт (фр. circonstant от лат. circum — около и stans — стоящий), или адъю́нкт (от лат. adjunctus — присоединённый) — в языкознании: слово-терм, зависимое от предикатного слова (например, глагола), и заполняющее его активную синтаксическую валентность, но не соответствующее никакой его семантической валентности и соответственно не отражаемое в толковании глагола в виде переменной.;1
t_8868;Климакс «лестница») — фигура речи, состоящая в таком расположении частей высказывания, относящихся к одному предмету, что каждая последующая часть оказывается более насыщенной, более выразительной или впечатляющей, чем предыдущая.;1
t_8878;Орфогра́фия — это единообразие передачи слов и грамматических форм речи на письме, а также изучающий это раздел лингвистики.;1
t_8934;Конте́кст (от лат. contextus — «соединение», «связь») — термин, широко используемый в ряде гуманитарных наук (лингвистика, семиотика, социология, философия, антропология), прямо или косвенно изучающих язык и общение.;1
t_8956;Односоставное предложение — предложение, имеющее только один главный член (либо подлежащее, либо сказуемое).;1
t_8959;Сян — один из диалектов китайского языка (по другим классификациям — язык), распространённый в провинции Хунань, частично также в Сычуани/Чунцине и Гуанси-Чжуанском АР.;1
t_8993;Позиция в лингвистике — окружение единицы того или иного уровня языка, её положение относительно других единиц:  субфонологическая — на уровне аллофонов фонологическая — условия, определяющие реализацию фонемы в речи синтаксическая — место в предложении с теми или иными синтаксическими свойствами.;1
t_9003;Паралингви́стика (греч. pará — «около») — раздел языкознания, изучающий невербальные (неязыковые) средства, передающие совместно с вербальными смысловую информацию в составе речевого сообщения, а также совокупность таких средств.;1
t_9012;Трансформа́ция — понятие языкознания, восходящее к З. Харрису и первоначально обозначавшее то или иное правило, по которому из так называемых ядерных предложений языка (таковыми считались простые утвердительные предложения с глаголом в изъявительном наклонении активного залога настоящего времени без модальных слов и осложняющих элементов) получаются производные:102.;1
t_9023;Формообразова́ние — образование грамматических форм одного слова.;1
t_9035;Социолингви́стика (социологическая лингвистика) — раздел языкознания, изучающий связь между языком и социальными условиями его бытования.;1
t_9040;Контактная лингвистика — дисциплина, изучающая языковой контакт, происходящий в результате взаимодействия двух или более языков или их разновидностей (диалектов, арго, профессиональной лексики и т. д.);1
t_9093;Аналогия — лингвистический процесс, заключающийся в образовании языковой формы по шаблону других языковых форм.;1
t_9145;Аку́сма (греч. ákusma — «услышанное») — с точки зрения ряда лингвистов: слуховое представление, участвующее в образовании комплексного образа звука.;1
t_9149;Словоизмене́ние — образование словоформ той же лексемы, имеющих разные грамматические значения.;1
t_9156;"Языковой знак — единица языка (морфема, слово, словосочетание или предложение), служащая либо для обозначения предметов или явлений действительности и их отношений, либо для обозначения отношений между элементами языка в составе сложных знаков; выразитель данного языкового значения.";1
t_9189;Системно-функциональная лингвистика (СФЛ) — подход к лингвистике, рассматривающий язык как социальную семиотическую систему.;1
t_9346;Нейронауки — междисциплинарная область знаний, занимающаяся изучением нейронных процессов.;1
t_9351;И́стрия — название полуострова в Адриатическом море, в северной части Хорватии.;1
t_9356;Истрия — крупнейший полуостров Адриатического моря, только с северной и лишь отчасти с восточной стороны связанный с материком.;1
t_9451;Зна́чимость — в семиотике и языкознании: отношение знака к другим знакам в рамках языковой системы.;1
t_9464;Языково́й зако́н, лингвисти́ческий закон — общее правило, закономерность, характерные для данного языка, различных языков или языка вообще.;1
t_9519;Переходность, в лингвистике — свойство глагола, заключающееся в возможности присоединять прямое дополнение.;1
t_9543;Фини́тность — одна из важнейших и вместе с тем трудных для определения лингвистических категорий.;1
t_9610;«Курс общей лингвистики» (фр. Cours de linguistique générale, CLG) — наиболее известная работа Фердинанда де Соссюра, одна из наиболее влиятельных лингвистических работ XX века, основополагающий текст структурализма.;1
t_9706;Связка (ко́пула, лат. copula) в лингвистике — специальное слово для связи подлежащего и сказуемого, выраженного не глаголом, в предложении (в предложениях вроде Петя (—) школьник, Петя был школьником, Дом будет красивым, Курить (—) вредно).;1
t_9882;Кавы́чки — парный знак препинания, который употребляется для выделения прямой речи, цитат, отсылок, названий предприятий, литературных произведений, газет, журналов, а также отдельных слов, если они включаются в текст не в своём обычном значении, используются в ироническом смысле, предлагаются впервые или, наоборот, как устаревшие и тому подобное.;1
t_9953;Типология — классификация по существенным признакам.;1
t_9956;Андре́й Алекса́ндрович Ки́брик (род. 18 июня 1963, Москва) — российский лингвист, доктор филологических наук (2003), директор Института языкознания РАН (с 20 июня 2017 года), профессор филологического факультета МГУ.;1
t_10001;Межкульту́рная коммуника́ция (англ. cross-cultural communication, intercultural communication), культурное взаимодействие — это коммуникация (взаимодействие) как связь и общение между представителями различных культур народов мира, что предполагает как непосредственные контакты между людьми и их общностями, так и опосредованные формы коммуникации (язык, речь, письменность, электронную коммуникацию и так далее).;1
t_10085;Пейорати́в, или пейорати́вная ле́ксика (от лат. pējōrāre «ухудшать»), также дерогати́в (от англ. derogatory term) — слова и словосочетания, выражающие отрицательную оценку чего-либо или кого-либо, неодобрение, порицание, иронию или презрение.;1
t_10143;Вавило́нская ба́шня — башня, которой посвящено библейское предание, изложенное в 11-й главе книги Бытие.;1
t_10247;"Куло́н (русское обозначение: Кл; международное: C) — единица измерения электрического заряда (количества электричества), а также потока электрической индукции (потока электрического смещения) в Международной системе единиц (СИ); когерентная производная единица СИ, имеющая специальные наименование и обозначение.";1
t_10259;Славянское неоязычество, роднове́рие (родная вера, родове́рие) — ряд близких неоязыческих новых религиозных движений в среде современных славянских народов, ставящих своей целью возрождение/реконструкцию славянских дохристианских обрядов, верований и мировоззрения.;1
t_11247;Анастасия Александровна Бонч-Осмоловская (род. 22 апреля 1975, Москва) — российский лингвист, кандидат филологических наук, доцент НИУ Высшая школа экономики.;1
t_11330;Ве́рсия — грамматическая категория глагола, разновидность повышающей актантной деривации (наряду с каузативом и аппликативом, вводящим прямое дополнение).;1
t_11336;"Си́нтез (др.-греч. σύνθεσις «соединение, складывание, связывание»; от συν-«совместное действие, соучастие» + θέσις «расстановка, размещение, распределение, <место>положение») — процесс соединения или объединения ранее разрозненных вещей или понятий в целое или набор.";1
t_11345;Ло́жные друзья́ перево́дчика (калька фр. faux amis), или межъязыковы́е омо́нимы (межъязыковы́е паро́нимы) — пара слов в двух языках, похожих по написанию или произношению, часто с общим происхождением, но отличающихся в значении.;1
t_11457;В социолингвистике термином престиж обозначают уровень уважения к идиому (языку или диалекту) по отношению к остальным идиомам, используемым в языковом сообществе.;1
t_11546;Московский государственный институт международных отношений (университет) МИД Российской Федерации (МГИМО) — один из ведущих российских и мировых вузов, готовящий специалистов по 18 направлениям: международные отношения, зарубежное регионоведение, экономика (международные экономические отношения), юриспруденция (международное право), журналистика (международная журналистика), история, политология, реклама и связи с общественностью, социология, менеджмент, торговое дело (международная торговля), экология и природопользование, государственное и муниципальное управление, финансы и кредит, лингвистика, педагогическое образование, психология, управление персоналом, бизнес-информатика.;1
t_11637;"В лингвистике термин пунктуа́ция имеет несколько значений:  система знаков препинания в письменности какого-либо языка; правила их постановки в письменной речи; а также раздел грамматики, изучающий эти правила.";1
t_11685;"Викто́рия «То́ри» Де́йви Спе́ллинг (англ. Victoria «Tori» Davey Spelling; род. 16 мая 1973, Лос-Анджелес, Калифорния, США) — американская актриса, сценарист, продюсер и писатель, получившая широкую известность благодаря роли Донны Мартин в молодёжном телесериале «Беверли-Хиллз, 90210».";1
t_11739;Институ́т лингви́стики РГГУ — научное и образовательное учреждение в структуре Российского государственного гуманитарного университета.;1
t_11771;Карамульту́к, реже карамылты́к — длинноствольное фитильное ружьё у азиатских народов (Таджикистан, Казахстан, Узбекистан) примерно XIX — начала XX века.;1
t_11792;Фамилья́рность (от «фамильярный», лат. familiaris, «семейный, дружеский» через польск. familiarny) — стиль общения, негативно оцениваемый носителями языка как проявление бесцеремонности, развязности, панибратства.;1
t_11809;Хайнаньский язык — один из языков южной группы миньских языков, входящих в китайскую языковую ветвь.;1
t_11832;Сочета́емость — свойство языковых единиц сочетаться в речи при образовании единиц более высокого уровня, отражающее синтагматические отношения между ними.;1
t_11856;Виктор Иванович Шаховский (9 января 1939 — 26 января 2022) — советский и российский лингвист, доктор филологических наук, профессор.;1
t_11906;"URSS (издательская группа URSS, Editorial URSS) — российская издательская компания, выпускает учебную и научную литературу, в том числе монографии, журналы, сборники трудов РАН, НИИ и учебных заведений; основные тематики — физика, математика, лингвистика, филология.";1
t_11914;Тами́лы — народ в Южной Азии.;1
t_11978;Сино́нимы (от др.-греч. σύν «вместе» + ὄνυμα — «имя») — слова одной части речи или словосочетания с полным или частичным совпадением значения.;1
t_12012;«Футура́ма» (англ. Futurama — игра слов от англ. future — «будущее» и англ. panorama — «панорама») — американский научно-фантастический сатирический мультсериал, созданный в студии 20th Century Fox Мэттом Грейнингом и Дэвидом Коэном, авторами мультсериала «Симпсоны».;1
t_12214;Хакка — диалект китайского языка (по классификации, принятой в КНР и России) или отдельный язык в составе сино-тибетской семьи (по классификации, принятой на Западе).;1
t_12381;Настоящее время, презенс (лат. praesens) — граммема грамматической категории времени, которая означает, что развёртывание описываемой в высказывании ситуации включает момент речи.;1
t_12448;Разви́тие ре́чи (или онтогенез речи, ср. также англ. Language development) — широко используемое комплексное обозначение процессов, этапов и методик, связанных с овладением (как ребёнком, так и в широком смысле — человеком в течение жизни) средствами как устной, так и письменной речи (языка), характеризующими в свою очередь развитие его навыков коммуникации, вербального мышления и литературного творчества.;1
t_12472;Позна́ние, когни́ция — совокупность процессов, процедур и методов приобретения знаний о явлениях и закономерностях объективного мира.;1
t_12519;Дееприча́стие — особая форма глагола или самостоятельная часть речи (спорно) в русском языке, обозначающая добавочное действие при основном.;1
t_12543;Льезо́н (фр. liaison — связь, соединение), связывание — фонетическое явление французского языка, заключающееся в том, что непроизносимый согласный звук на конце слова становится произносимым и связывается с гласным звуком следующего слова.;1
t_12630;"Литературный язык (также стандартный язык) — обработанная часть общенародного языка, обладающая в большей или меньшей степени письменно закреплёнными нормами; язык всех проявлений культуры, выражающихся в словесной форме.";1
t_12660;Лингвисти́ческая эксперти́за — исследование продуктов речевой деятельности, направленное на установление значимых фактов и получение ответов на поставленные перед экспертом вопросы.;1
t_12669;Паца́н — жаргонизм, обозначающий мальчика или молодого мужчину «с ярко выраженной сниженной окраской».;1
t_12701;Разгово́рный стиль — функциональный стиль речи, используемый для неформального общения, в частности для обсуждения бытовых вопросов в неофициальной обстановке.;1
t_12720;Лексическая семантика является частью семантики, которая занимается значениями (подразделяя их на денотат и коннотат) отдельных лексических элементов слов, морфем и лексем, отличаясь, таким образом, от семантики предложений.;1
t_12728;Словосочета́ние — это соединение двух или более самостоятельных слов, связанных по смыслу и грамматически, служащее для отдельного обозначения понятийной единицы (предмета, качества, действия и др.).;1
t_12759;Дихотоми́я (греч. διχοτομία: δῐχῆ, «надвое» + τομή, «деление») — раздвоенность, последовательное деление на две части, более связанные внутри, чем между собой.;1
t_12783;Рехта (урду ریختہ‎, хинди रेख़्ता rextā) — старое наименование языка хиндустани к моменту, когда его диалектная основа перешла к диалекту кхари-боли.;1
t_12795;Λ, λ (название: ля́мбда (ла́мбда), греч. λάμδα, λάμβδα) — 11-я буква греческого алфавита.;1
t_12807;Константин Иосифович Бабицкий (15 мая 1929, Москва — 14 сентября 1993, Москва) — советский и российский лингвист, правозащитник, бард.;1
t_12829;"Гиперкорре́ктность, гиперкорре́кция — в языкознании: использование языковых правил за пределами границ их применимости, приводящее к появлению ошибок; гиперкорректность — следствие языковой неуверенности в попытке говорить «правильно», используя более престижные формы.";1
t_12841;Та́ксис — связь двух предикативных единиц с точки зрения наклонения, лица, времени.;1
t_12847;Диминути́в или деминути́в (от лат. dēminutus «уменьшенный»), уменьши́тельная фо́рма — слово, или форма слова, передающие субъективно-оценочное значение малого объёма, размера и т. п., обычно выражаемое посредством уменьшительных аффиксов, напр. : шка́фчик, до́мик, клю́чик, статуэ́тка.;1
t_12858;Шовини́зм (фр. chauvinisme) — идеология национального превосходства, ставящая целью обоснование права на дискриминацию, эксплуатацию и угнетение других народов.;1
t_12870;Толко́вый слова́рь — вид словаря с описанием значений слов и фразеологизмов.;1
t_12882;Никарагуанцы — народ, основное население Никарагуа, составляет 87 % населения страны (на 2007 год).;1
t_12911;Диглосси́я (от др.-греч. δυο — «два» и γλωσσα/γλωττα — язык) — особый вариант билингвизма, при котором на определённой территории или в обществе сосуществуют два языка или две формы одного языка, применяемые их носителями в различных функциональных сферах.;1
t_12960;Безли́чные предложе́ния — это односоставные предложения, в которых говорится о действии или состоянии, возникающем и существующем независимо от производителя действия или носителя состояния.;1
t_12970;Гре́ческий алфави́т (греч. Ελληνικό αλφάβητο) — алфавит греческого языка и других языков греческой группы.;1
t_13042;Гипо́ним (греч. ὑπό «под, внизу» + όνομα «имя») — понятие, выражающее частную сущность по отношению к другому, более общему понятию.;1
t_13044;Гиперо́ним (греч. ὑπερ «сверх» + όνομα «имя») — слово с более широким значением, выражающее общее, родовое понятие, название класса (множества) предметов (свойств, признаков).;1
t_13046;"Гиперо́ним в лингвистике — понятие в отношении к другому понятию, выражающее более общую сущность; в отношении некоторого множества объектов — понятие, отражающее надмножество к исходному.";1
t_13052;Лексикология (от др.-греч. λέξις — слово, выражение, λόγος — наука, суждение) — раздел лингвистики, изучающий лексику.;1
t_13087;Чо́канье — неразличение звуков на месте аффрикат [ц] и [ч’] русского литературного языка, совпадение их в одном звуке, в мягком [ч’] или в твёрдом [ч]: [ч’]ар’ (царь), ку́ри[ч’]а (курица), кол’[ч’]о́ (кольцо), [ч’]е́лый (целый), оте́[ч] (отец), у́ли[ч]а (улица), до́[ч’]ка, пе[ч’], пле[ч’]о́, [ч’]и́сто, [ч]ай, [ч]у́до и т. п. Чоканье является одной из разновидностей, частным случаем, цоканья (языковых систем с одной аффрикатой) наряду с мягким и твёрдым цоканьем.;1
t_13111;Моско́вские центра́льные диа́метры (МЦД) — система линий внеуличного железнодорожного транспорта, созданная на базе существующей инфраструктуры Московского железнодорожного узла.;1
t_13307;"Холи́зм (от др.-греч. ὅλος «целый, цельный») в широком смысле — позиция в философии и науке по проблеме соотношения части и целого, исходящая из качественного своеобразия и приоритета целого по отношению к его частям; холизм противостоит редукционизму, он не сводит сложное к простому, целое несводимо к своим частям.";1
t_13342;"Го́тфрид Ви́льгельм Ле́йбниц (Gottfried Wilhelm Leibniz или нем. Gottfried Wilhelm von Leibniz, МФА: [ˈɡɔtfʁiːt ˈvɪlhɛlm fɔn ˈlaɪbnɪts] или [ˈlaɪpnɪts]; 21 июня (1 июля) 1646 — 14 ноября 1716) — немецкий философ, логик, математик, механик, физик, юрист, историк, дипломат, изобретатель и языковед.";1
t_14108;Предло́жный паде́ж — падеж в русском и ряде других славянских языков, отвечает на вопросы: «О ком? О чём?..».;1
t_14127;Викислова́рь (англ. Wiktionary) — свободно пополняемый многофункциональный многоязычный словарь и тезаурус, основанный на вики-движке.;1
t_14200;Порода — тип глагольной основы в семитских языках с полным набором форм (времена, наклонения, именные формы), образованной от трёхсогласного корня и служащей для выражения различных изменений в первичном значении корня, прежде всего изменений в направлении действия (то есть залоговых отношений), а также характера его протекания (то есть видовых оттенков).;1
